ADBE_2018,what portion of the presented investments is due within 24 months?|,"74.2%, 0.74158",financial_statement,"At November 30, 2018, we had debt securities classified as short-term investments of $1.59 billion. Changes in interest
rates could adversely affect the market value of these investments. The following table separates these investments, based on stated
maturities, to show the approximate exposure to interest rates (in millions):
Due within one year Due between one and two years Due between two and three years Due after three years Total A sensitivity analysis was performed on our investment portfolio as of November 30, 2018. The analysis is based on an
estimate of the hypothetical changes in market value of the portfolio that would result from an immediate parallel shift in the yield
curve of various magnitudes.
$ 612.1
564.2
282.2
127.7
$ 1,586.2"
ADBE_2018,what are the st investments due between two and three years and due after three years?,409.9,financial_statement,"At November 30, 2018, we had debt securities classified as short-term investments of $1.59 billion. Changes in interest
rates could adversely affect the market value of these investments. The following table separates these investments, based on stated
maturities, to show the approximate exposure to interest rates (in millions):
Due within one year Due between one and two years Due between two and three years Due after three years Total A sensitivity analysis was performed on our investment portfolio as of November 30, 2018. The analysis is based on an
estimate of the hypothetical changes in market value of the portfolio that would result from an immediate parallel shift in the yield
curve of various magnitudes.
$ 612.1
564.2
282.2
127.7
$ 1,586.2"
ADBE_2018,what portion of the total estimated purchase price is dedicated to goodwill?,"73.0%, 0.73048",financial_statement_note,"(in thousands) Amount
Weighted Average
Useful Life (years)
Customer contracts and relationships $ 576,900 11
Purchased technology 444,500 Backlog 105,800 Non-competition agreements 12,100 Trademarks 328,500 Total identifiable intangible assets 1,467,800
Net liabilities assumed (191,288) N/A
Goodwill (1) 3,459,751 N/A
Total estimated purchase price $ 4,736,263
The table below represents the preliminary purchase price allocation to the acquired net tangible and intangible assets of
Marketo based on their estimated fair values as of the acquisition date and the associated estimated useful lives at that date. The
fair values assigned to assets acquired and liabilities assumed are based on management’s best estimates and assumptions as of
the reporting date and are considered preliminary pending finalization of valuation analyses pertaining to intangible assets acquired,
deferred revenue and tax liabilities assumed including the calculation of deferred tax assets and liabilities.
7
2
2
9
_________________________________________"
ADBE_2018,what portion of the presented investments is due within 12 months?,"38.6%, 0.38589",financial_statement_note,"(in thousands) Amount
Weighted Average
Useful Life (years)
Customer contracts and relationships $ 576,900 11
Purchased technology 444,500 Backlog 105,800 Non-competition agreements 12,100 Trademarks 328,500 Total identifiable intangible assets 1,467,800
Net liabilities assumed (191,288) N/A
Goodwill (1) 3,459,751 N/A
Total estimated purchase price $ 4,736,263
The table below represents the preliminary purchase price allocation to the acquired net tangible and intangible assets of
Marketo based on their estimated fair values as of the acquisition date and the associated estimated useful lives at that date. The
fair values assigned to assets acquired and liabilities assumed are based on management’s best estimates and assumptions as of
the reporting date and are considered preliminary pending finalization of valuation analyses pertaining to intangible assets acquired,
deferred revenue and tax liabilities assumed including the calculation of deferred tax assets and liabilities.
7
2
2
9
_________________________________________"
ADBE_2018,was the weighted average useful life for trademarks greater than that of acquired rights to use technology?,no,financial_statement_note,"Weighted
Average
Useful Life
(years)
Purchased technology 6
Customer contracts and relationships 9
Trademarks 9
Acquired rights to use technology 10
Backlog 2
Other intangibles 4"
ADBE_2018,for the weighted average useful lives of our intangible assets what was the average weighted average useful life ( years ) for purchased technology and customer contracts and relationships?,7.5,financial_statement_note,"Weighted
Average
Useful Life
(years)
Purchased technology 6
Customer contracts and relationships 9
Trademarks 9
Acquired rights to use technology 10
Backlog 2
Other intangibles 4"
ADBE_2018,what is the average volatility used to value employee stock purchase rights in 2017?,"44.5%, 0.445",financial_statement_note,"The expected term of ESPP shares is the average of the remaining purchase periods under each offering period. The
assumptions used to value employee stock purchase rights were as follows:
Expected life (in years) Volatility Risk free interest rate 2018 2017 2016
0.5 - 2.0 0.5 - 2.0 0.5 - 2.0
26% - 29% 22% - 27% 26 - 29%
1.54% - 2.52% 0.62% - 1.41% 0.37 - 1.06%"
ADBE_2018,what is the percentage change in total gross amount of unrecognized tax benefits from 2017 to 2018?,"13.4%, 0.13419",financial_statement_note,"During fiscal 2018 and 2017, our aggregate changes in our total gross amount of unrecognized tax benefits are summarized
as follows (in thousands):
2018 2017
Beginning balance $ 172,945 $ 178,413
Gross increases in unrecognized tax benefits – prior year tax positions 16,191 3,680
Gross decreases in unrecognized tax benefits – prior year tax positions (4,000) (30,166)
Gross increases in unrecognized tax benefits – current year tax positions 60,721 24,927
Settlements with taxing authorities — (3,876)
Lapse of statute of limitations (45,922) (8,819)
Foreign exchange gains and losses (3,783) 8,786
Ending balance $ 196,152 $ 172,945"
ADBE_2018,for fiscal 2018 what percentage of the total change in the valuation allowance was due to settlements with taxing authorities?,0,financial_statement_note,"During fiscal 2018 and 2017, our aggregate changes in our total gross amount of unrecognized tax benefits are summarized
as follows (in thousands):
2018 2017
Beginning balance $ 172,945 $ 178,413
Gross increases in unrecognized tax benefits – prior year tax positions 16,191 3,680
Gross decreases in unrecognized tax benefits – prior year tax positions (4,000) (30,166)
Gross increases in unrecognized tax benefits – current year tax positions 60,721 24,927
Settlements with taxing authorities — (3,876)
Lapse of statute of limitations (45,922) (8,819)
Foreign exchange gains and losses (3,783) 8,786
Ending balance $ 196,152 $ 172,945"
ADBE_2018,what is the combined amount of accrued interest and penalties related to tax positions taken on our tax returns in millions for fiscal 2018 and 2017?|,48.2,financial_statement_note,"During fiscal 2018 and 2017, our aggregate changes in our total gross amount of unrecognized tax benefits are summarized
as follows (in thousands):
2018 2017
Beginning balance $ 172,945 $ 178,413
Gross increases in unrecognized tax benefits – prior year tax positions 16,191 3,680
Gross decreases in unrecognized tax benefits – prior year tax positions (4,000) (30,166)
Gross increases in unrecognized tax benefits – current year tax positions 60,721 24,927
Settlements with taxing authorities — (3,876)
Lapse of statute of limitations (45,922) (8,819)
Foreign exchange gains and losses (3,783) 8,786
Ending balance $ 196,152 $ 172,945"
ADBE_2018,what is the percentage change in total gross amount of unrecognized tax benefits from 2016 to 2017?,"-3.1%, -0.03065",financial_statement_note,"During fiscal 2018 and 2017, our aggregate changes in our total gross amount of unrecognized tax benefits are summarized
as follows (in thousands):
2018 2017
Beginning balance $ 172,945 $ 178,413
Gross increases in unrecognized tax benefits – prior year tax positions 16,191 3,680
Gross decreases in unrecognized tax benefits – prior year tax positions (4,000) (30,166)
Gross increases in unrecognized tax benefits – current year tax positions 60,721 24,927
Settlements with taxing authorities — (3,876)
Lapse of statute of limitations (45,922) (8,819)
Foreign exchange gains and losses (3,783) 8,786
Ending balance $ 196,152 $ 172,945"
